Component_ID,Lot_ID,Iddq_uA_0h,Iddq_uA_24h,Iddq_uA_96h,Iddq_uA_168h,Leakage_nA_0h,Leakage_nA_24h,Leakage_nA_96h,Leakage_nA_168h,PropDelay_ns_0h,PropDelay_ns_24h,PropDelay_ns_96h,PropDelay_ns_168h,Ground_Truth
COMP_08426,LOT_41,13.757,13.733,13.925,14.041,453.79,456.16,459.12,462.63,3.0828,3.1019,3.1528,3.1973,Normal
COMP_08427,LOT_41,13.009,13.087,13.232,13.178,472.6,471.99,475.57,479.26,3.0741,3.1093,3.1321,3.1607,Normal
COMP_08428,LOT_41,13.313,13.394,13.464,13.619,485.33,487.15,495.95,497.56,3.0873,3.0938,3.1317,3.1563,Normal
COMP_08429,LOT_41,13.563,13.596,13.61,13.798,452.86,456.85,462.87,466.82,3.0185,3.0442,3.0656,3.0987,Normal
COMP_08430,LOT_41,13.855,13.925,13.977,13.917,476.17,478.29,483.1,485.32,3.0557,3.0582,3.0879,3.1488,Normal
COMP_08431,LOT_41,13.979,14.181,15.084,16.349,476.64,484.85,523.13,568.39,3.0906,3.1083,3.2111,3.304,Drift_Anomaly
COMP_08432,LOT_41,13.598,13.665,13.858,13.911,382.01,388.29,390.58,391.54,3.0265,3.0371,3.0361,3.0828,Leakage_Only_Outlier
COMP_08433,LOT_41,13.538,13.614,13.589,13.633,449.25,455.29,461.24,468.29,3.0719,3.0913,3.1194,3.1363,Normal
COMP_08434,LOT_41,13.084,13.171,13.289,13.338,483.37,485.45,489.82,495.24,2.9894,2.9968,3.0343,3.0603,Normal
COMP_08435,LOT_41,15.382,15.407,15.53,15.687,566.71,564.1,570.92,572.92,3.0587,3.0763,3.1452,3.1556,Dynamic_Outlier
COMP_08436,LOT_41,13.713,13.645,13.829,13.839,494.42,494.07,501.83,502.67,3.0458,3.0675,3.1318,3.1525,Normal
COMP_08437,LOT_41,14.12,14.245,14.424,14.58,483.19,483.68,487.11,494.77,3.0257,3.0297,3.0593,3.0953,Normal
COMP_08438,LOT_41,13.244,13.306,13.419,13.501,474.3,477.27,479.77,483.51,3.0247,3.0568,3.0793,3.125,Normal
COMP_08439,LOT_41,13.513,13.605,13.702,13.747,500.96,502.3,509.95,513.58,3.0705,3.0632,3.1079,3.1609,Normal
COMP_08440,LOT_41,13.626,13.718,13.811,14.003,485.59,488.33,492.82,496.22,3.0429,3.0545,3.11,3.1457,Normal
COMP_08441,LOT_41,13.202,13.413,13.404,13.541,510.97,517.08,521.6,525.81,3.0985,3.137,3.169,3.1862,Normal
COMP_08442,LOT_41,13.577,13.597,13.819,13.798,469.01,472.88,481.1,483.72,3.0337,3.0399,3.0868,3.1374,Normal
COMP_08443,LOT_41,13.002,13.074,13.163,13.306,481.03,480.37,489.55,489.8,3.1188,3.1062,3.1513,3.1552,Normal
COMP_08444,LOT_41,13.293,13.375,13.451,13.691,497.85,501.43,506.36,508.92,3.0473,3.0845,3.0974,3.1453,Normal
COMP_08445,LOT_41,13.07,13.182,13.276,13.46,465.14,465.67,472.0,483.83,3.0175,3.0258,3.0124,3.055,Normal
COMP_08446,LOT_41,12.82,12.78,12.862,13.003,517.09,518.51,522.21,528.51,2.9769,3.0055,3.0583,3.0989,Normal
COMP_08447,LOT_41,13.757,13.837,14.002,14.251,477.83,480.97,481.09,485.72,3.05,3.08,3.1085,3.1594,Normal
COMP_08448,LOT_41,13.171,13.311,13.433,13.573,475.13,476.19,479.95,478.16,3.0199,3.0328,3.0654,3.0713,Normal
COMP_08449,LOT_41,13.29,13.328,13.554,13.623,508.73,508.43,514.7,522.98,3.0369,3.0387,3.0813,3.1212,Normal
COMP_08450,LOT_41,13.508,13.565,13.802,13.979,499.2,497.16,496.86,503.54,3.0616,3.0722,3.1151,3.1579,Normal
COMP_08451,LOT_41,14.255,14.275,14.391,14.519,469.26,471.14,475.11,480.11,3.0142,3.0459,3.1062,3.1516,Normal
COMP_08452,LOT_41,14.094,14.119,14.301,14.369,488.33,490.08,499.11,512.68,2.9212,2.963,3.0073,3.0773,Normal
COMP_08453,LOT_41,14.012,13.985,14.158,14.236,465.42,468.86,471.14,477.96,3.0233,3.0449,3.0648,3.0862,Normal
COMP_08454,LOT_41,13.119,13.185,13.154,13.292,476.23,478.94,489.42,494.44,3.1171,3.1467,3.189,3.2535,Normal
COMP_08455,LOT_41,13.133,13.432,13.59,13.752,470.94,472.25,480.12,483.95,3.0635,3.1499,3.178,3.2185,Multivariate_Outlier
COMP_08456,LOT_41,14.107,14.195,14.323,14.277,485.84,488.08,486.24,493.35,3.0632,3.0663,3.0736,3.1165,Normal
COMP_08457,LOT_41,13.405,13.471,13.656,13.808,480.81,481.52,490.0,493.75,3.0269,3.0581,3.0893,3.1368,Normal
COMP_08458,LOT_41,12.926,13.008,13.206,13.26,486.46,491.47,493.44,499.45,2.987,3.0182,3.0445,3.0662,Normal
COMP_08459,LOT_41,13.578,13.652,13.965,14.009,469.41,467.87,472.27,476.52,3.0814,3.0953,3.1175,3.1384,Normal
COMP_08460,LOT_41,13.392,13.423,13.518,13.595,471.42,475.28,481.2,485.58,3.1245,3.1113,3.1332,3.1686,Normal
COMP_08461,LOT_41,13.704,13.821,14.033,14.24,476.17,477.32,480.2,488.27,3.0504,3.0371,3.0663,3.1057,Normal
COMP_08462,LOT_41,13.446,13.572,13.807,14.064,469.09,471.96,482.69,487.08,3.0096,3.0353,3.0634,3.1032,Normal
COMP_08463,LOT_41,13.256,13.37,13.414,13.485,454.25,457.41,464.18,469.53,2.9977,3.0045,3.0101,3.0457,Normal
COMP_08464,LOT_41,13.229,13.392,13.541,13.678,464.09,466.85,470.25,472.62,3.0922,3.1031,3.1431,3.1729,Normal
COMP_08465,LOT_41,13.378,13.448,13.598,13.74,480.68,476.53,479.05,481.95,3.0497,3.0691,3.0878,3.1424,Normal
COMP_08466,LOT_41,13.984,13.886,14.023,14.156,505.08,505.2,506.48,511.57,3.0397,3.0496,3.041,3.0341,Normal
COMP_08467,LOT_41,13.197,13.266,13.332,13.507,488.34,489.21,489.1,494.56,3.0694,3.0788,3.1335,3.1732,Normal
COMP_08468,LOT_41,13.375,13.516,13.6,13.75,471.17,474.76,474.48,480.2,3.0472,3.0605,3.0618,3.0817,Normal
COMP_08469,LOT_41,13.603,13.641,13.734,14.023,469.4,471.91,473.72,477.26,3.057,3.0731,3.085,3.1145,Normal
COMP_08470,LOT_41,13.502,13.67,13.845,13.963,488.56,491.2,491.54,496.7,3.0327,3.0238,3.0546,3.0718,Normal
COMP_08471,LOT_41,13.889,13.893,14.101,14.201,459.31,466.38,469.85,474.51,3.093,3.1202,3.134,3.17,Normal
COMP_08472,LOT_41,13.54,13.72,13.948,14.055,473.24,476.74,483.57,488.53,3.0129,3.0309,3.0731,3.1334,Normal
COMP_08473,LOT_41,13.243,13.261,13.354,13.484,480.77,483.36,482.06,487.88,3.0471,3.0833,3.1012,3.1278,Normal
COMP_08474,LOT_41,13.46,13.574,13.555,13.729,486.81,486.95,498.01,507.59,3.0972,3.1012,3.0963,3.1113,Normal
COMP_08475,LOT_41,13.669,13.709,13.792,14.123,498.62,495.73,499.37,504.55,2.9728,2.9809,3.0058,3.0467,Normal
COMP_08476,LOT_41,13.856,13.879,14.17,14.466,459.55,461.61,467.35,472.12,3.1327,3.117,3.1536,3.1766,Normal
COMP_08477,LOT_41,13.317,13.613,14.53,15.764,479.4,493.88,527.11,579.08,3.0482,3.0953,3.2389,3.4145,Drift_Anomaly
COMP_08478,LOT_41,12.902,12.85,12.885,12.924,472.01,473.14,479.02,481.56,3.0111,3.0502,3.0789,3.1369,Normal
COMP_08479,LOT_41,14.114,14.122,14.435,14.579,444.86,449.47,455.09,454.29,3.0677,3.0882,3.1055,3.1556,Normal
COMP_08480,LOT_41,13.59,13.792,13.801,13.901,473.3,475.89,482.44,483.2,3.0462,3.0636,3.1008,3.141,Normal
COMP_08481,LOT_41,14.056,13.981,14.154,14.332,483.18,489.32,493.18,499.75,3.1278,3.1369,3.1587,3.2016,Normal
COMP_08482,LOT_41,13.893,14.008,14.148,14.224,497.57,499.65,495.48,500.13,3.0892,3.0832,3.1356,3.1552,Normal
COMP_08483,LOT_41,13.352,13.388,13.427,13.538,461.57,465.48,470.29,476.4,3.0549,3.0602,3.1188,3.157,Normal
COMP_08484,LOT_41,13.157,13.296,13.348,13.399,496.2,497.1,503.9,510.24,3.028,3.0589,3.0803,3.1237,Normal
COMP_08485,LOT_41,13.732,13.784,13.863,14.08,503.09,501.86,508.59,507.37,3.0125,3.0242,3.057,3.1057,Normal
COMP_08486,LOT_41,13.825,13.816,13.904,14.091,487.03,493.21,492.54,502.88,3.0132,3.0252,3.0528,3.0552,Normal
COMP_08487,LOT_41,13.271,13.208,13.426,13.58,487.12,489.18,495.67,496.49,3.1383,3.1378,3.1825,3.2093,Normal
COMP_08488,LOT_41,13.5,13.491,13.562,13.781,489.85,492.57,493.37,497.42,3.0973,3.1023,3.1483,3.162,Normal
COMP_08489,LOT_41,13.748,13.83,13.963,14.002,484.47,485.35,490.08,496.15,3.0631,3.0696,3.1195,3.1484,Normal
COMP_08490,LOT_41,13.591,13.66,13.813,14.119,481.17,475.09,478.88,484.45,3.3383,3.3602,3.3921,3.4103,Timing_Outlier
COMP_08491,LOT_41,13.574,13.616,13.672,13.906,472.73,474.3,478.95,485.46,2.8637,2.8646,2.8657,2.879,Timing_Outlier
COMP_08492,LOT_41,16.645,16.855,16.927,16.922,587.88,587.0,591.28,594.91,3.0273,3.0149,3.046,3.0905,Dynamic_Outlier
COMP_08493,LOT_41,13.835,13.921,13.96,14.144,463.88,467.39,472.7,480.58,3.1003,3.1181,3.1359,3.1437,Normal
COMP_08494,LOT_41,13.586,13.616,13.734,13.739,468.34,467.82,471.14,472.3,3.0751,3.077,3.1153,3.125,Normal
COMP_08495,LOT_41,13.405,13.44,13.535,13.539,492.89,489.51,498.47,506.96,3.1468,3.1579,3.2005,3.1959,Normal
COMP_08496,LOT_41,14.087,14.144,14.201,14.261,478.47,477.87,483.61,487.39,3.0405,3.0548,3.0885,3.1257,Normal
COMP_08497,LOT_41,13.75,13.828,13.978,14.077,477.54,479.65,478.01,483.33,3.0344,3.0673,3.0942,3.1625,Normal
COMP_08498,LOT_41,13.998,13.947,14.192,14.377,585.33,587.31,592.74,601.33,3.0007,3.0163,3.0578,3.0812,Leakage_Only_Outlier
COMP_08499,LOT_41,13.413,13.568,13.558,13.837,478.34,478.28,487.58,493.51,3.0503,3.0812,3.0964,3.1252,Normal
COMP_08500,LOT_41,13.705,13.837,13.69,13.836,496.47,498.59,506.89,510.12,3.0807,3.0793,3.1048,3.12,Normal
COMP_08501,LOT_41,13.791,13.758,13.787,13.843,445.5,444.73,448.86,457.71,3.0246,3.0333,3.0525,3.0535,Normal
COMP_08502,LOT_41,13.829,13.784,13.986,13.922,471.99,472.94,479.65,479.34,2.9404,2.9512,2.9854,3.014,Normal
COMP_08503,LOT_41,13.48,13.524,13.579,13.662,470.11,474.58,476.93,484.59,3.0713,3.0522,3.0988,3.115,Normal
COMP_08504,LOT_41,13.503,13.572,13.584,13.749,458.7,456.58,463.74,465.98,3.0599,3.0793,3.0958,3.1481,Normal
COMP_08505,LOT_41,11.457,11.432,11.584,11.757,363.57,367.66,371.37,380.66,3.1813,3.2159,3.2598,3.3386,Dynamic_Outlier
COMP_08506,LOT_41,13.635,13.658,13.839,14.005,461.64,457.65,463.41,469.15,3.0258,3.0252,3.0468,3.0744,Normal
COMP_08507,LOT_41,13.986,13.877,14.224,14.378,474.13,476.45,482.97,488.11,3.0886,3.0841,3.1411,3.1854,Normal
COMP_08508,LOT_41,14.196,14.365,14.379,14.343,473.74,474.47,477.2,483.83,3.0374,3.0566,3.097,3.1431,Normal
COMP_08509,LOT_41,13.342,13.381,13.611,13.737,480.75,481.8,487.77,490.96,3.1503,3.1653,3.1805,3.1895,Normal
COMP_08510,LOT_41,13.205,13.203,13.502,13.488,485.59,487.43,492.56,493.33,3.0377,3.0526,3.0775,3.1126,Normal
COMP_08511,LOT_41,13.389,13.514,13.618,13.832,513.4,509.65,516.32,520.48,3.0374,3.0479,3.0839,3.1202,Normal
COMP_08512,LOT_41,13.653,13.612,13.74,13.785,493.43,497.13,503.93,507.62,3.323,3.3457,3.4299,3.5102,Timing_Outlier
COMP_08513,LOT_41,13.284,13.34,13.399,13.472,495.12,496.22,500.84,506.75,3.0979,3.1033,3.1344,3.1875,Normal
COMP_08514,LOT_41,13.69,13.545,13.731,13.886,492.43,494.55,495.61,496.16,3.1079,3.1158,3.1559,3.1843,Normal
COMP_08515,LOT_41,13.121,13.227,13.319,13.502,471.73,472.25,476.98,476.04,3.0414,3.0752,3.0889,3.1856,Normal
COMP_08516,LOT_41,13.286,13.381,13.502,13.594,485.71,487.73,489.29,492.47,2.9858,2.9942,3.0479,3.095,Normal
COMP_08517,LOT_41,12.99,12.922,13.17,13.408,480.19,482.22,487.07,492.16,3.0076,3.021,3.0588,3.116,Normal
COMP_08518,LOT_41,13.498,13.542,13.618,13.759,467.27,470.77,471.92,475.41,3.1345,3.1213,3.1745,3.1847,Normal
COMP_08519,LOT_41,13.095,13.18,13.39,13.395,459.11,464.8,470.99,472.45,3.0755,3.0704,3.1047,3.1096,Normal
COMP_08520,LOT_41,13.495,13.54,13.686,13.862,470.56,475.53,476.96,485.58,3.0635,3.0673,3.126,3.1433,Normal
COMP_08521,LOT_41,13.622,13.564,13.691,13.801,520.01,521.18,525.58,527.46,2.999,2.9836,3.0189,3.0544,Normal
COMP_08522,LOT_41,13.195,13.334,13.351,13.602,480.08,486.03,491.28,494.68,3.0548,3.0748,3.1361,3.1735,Normal
COMP_08523,LOT_41,13.517,13.552,13.713,13.942,484.35,486.01,490.49,493.97,3.0275,3.0399,3.0903,3.1491,Normal
COMP_08524,LOT_41,13.601,13.673,13.852,13.999,451.98,456.28,465.41,471.48,3.0131,3.0067,3.0385,3.0691,Normal
COMP_08525,LOT_41,13.794,13.843,13.866,14.004,477.59,480.19,479.9,481.94,3.0697,3.096,3.1336,3.1922,Normal
COMP_08526,LOT_41,15.297,15.266,15.516,15.7,572.03,573.21,583.15,585.16,3.0215,3.0474,3.0945,3.1186,Dynamic_Outlier
COMP_08527,LOT_41,14.349,14.302,14.447,14.585,478.42,478.41,482.39,485.98,3.051,3.0689,3.0814,3.15,Normal
COMP_08528,LOT_41,16.022,16.084,16.205,16.283,557.72,559.19,565.29,568.7,2.9586,2.956,3.0029,3.0473,Dynamic_Outlier
COMP_08529,LOT_41,13.596,13.707,13.764,13.959,486.57,491.24,494.94,494.73,3.0483,3.0484,3.0834,3.0975,Normal
COMP_08530,LOT_41,13.878,13.888,13.951,14.1,475.17,476.15,485.31,480.29,3.0331,3.0664,3.0809,3.1231,Normal
COMP_08531,LOT_41,13.042,13.109,13.127,13.218,486.13,485.49,488.5,489.86,3.0498,3.0479,3.1113,3.1333,Normal
COMP_08532,LOT_41,13.62,13.742,13.906,14.014,501.63,505.14,509.49,513.01,3.022,3.0305,3.054,3.0608,Normal
COMP_08533,LOT_41,13.714,13.83,13.963,14.144,479.15,482.42,485.61,488.03,3.1147,3.1366,3.1763,3.2319,Normal
COMP_08534,LOT_41,13.996,14.024,14.059,14.091,442.31,444.89,447.09,446.75,3.0286,3.0394,3.0667,3.105,Normal
COMP_08535,LOT_41,13.068,13.165,13.196,13.288,456.85,451.89,453.55,458.82,2.9981,3.0175,3.0555,3.098,Normal
COMP_08536,LOT_41,13.334,13.382,13.481,13.627,459.06,463.63,466.59,476.18,3.0757,3.0923,3.1128,3.1501,Normal
COMP_08537,LOT_41,14.142,14.212,14.387,14.585,473.62,475.29,481.81,481.99,3.1088,3.1367,3.1582,3.2066,Normal
COMP_08538,LOT_41,13.097,13.221,13.341,13.501,476.64,481.04,488.01,500.81,3.3546,3.3609,3.4014,3.426,Timing_Outlier
COMP_08539,LOT_41,13.71,13.705,13.805,13.903,462.89,464.02,465.79,473.82,3.0259,3.0395,3.0428,3.0662,Normal
COMP_08540,LOT_41,13.373,13.359,13.623,13.718,466.27,470.39,477.91,475.97,3.0428,3.0581,3.0985,3.1494,Normal
COMP_08541,LOT_41,13.766,13.768,13.819,13.883,499.13,500.41,497.43,500.5,3.0136,3.004,3.0417,3.0825,Normal
COMP_08542,LOT_41,14.214,14.228,14.261,14.436,486.29,488.44,486.89,489.98,3.0575,3.0819,3.1264,3.1599,Normal
COMP_08543,LOT_41,12.956,13.02,13.127,13.263,487.41,489.25,497.13,504.54,3.0639,3.0858,3.1297,3.1332,Normal
COMP_08544,LOT_41,13.461,13.521,13.581,13.805,485.83,492.26,497.85,511.39,3.0465,3.058,3.106,3.1253,Normal
COMP_08545,LOT_42,11.757,11.852,11.808,11.958,422.81,429.85,431.33,435.43,3.2345,3.2589,3.2768,3.3151,Normal
COMP_08546,LOT_42,11.881,12.006,12.065,12.311,423.07,426.93,429.2,434.87,3.2404,3.2588,3.2984,3.34,Normal
COMP_08547,LOT_42,11.007,10.968,11.211,11.386,409.12,409.43,411.95,414.29,3.2428,3.2645,3.2936,3.3268,Normal
COMP_08548,LOT_42,11.464,11.431,11.487,11.598,445.66,449.53,457.87,463.55,3.2015,3.2323,3.2775,3.2901,Normal
COMP_08549,LOT_42,11.343,11.352,11.514,11.593,449.34,450.74,456.59,457.05,3.221,3.2356,3.2559,3.3101,Normal
COMP_08550,LOT_42,11.21,11.211,11.161,11.3,435.49,435.32,438.22,442.08,3.2461,3.2573,3.266,3.2967,Normal
COMP_08551,LOT_42,11.521,11.562,11.689,11.8,440.79,443.35,452.92,454.02,3.1611,3.1712,3.2075,3.2472,Normal
COMP_08552,LOT_42,11.329,11.451,11.586,11.757,421.03,422.09,427.07,425.04,3.2278,3.2242,3.2867,3.3346,Normal
COMP_08553,LOT_42,11.513,11.563,11.74,11.863,439.05,436.62,443.43,450.28,3.1735,3.1879,3.2095,3.258,Normal
COMP_08554,LOT_42,12.363,12.762,13.765,14.738,415.12,428.36,459.74,498.25,3.2063,3.2254,3.3132,3.3889,Drift_Anomaly
COMP_08555,LOT_42,12.398,12.735,12.751,12.931,455.62,455.46,455.81,464.62,3.2413,3.316,3.3347,3.3958,Multivariate_Outlier
COMP_08556,LOT_42,12.097,12.119,12.256,12.503,429.42,430.68,442.08,446.27,3.2657,3.2699,3.3045,3.3414,Normal
COMP_08557,LOT_42,12.327,12.307,12.47,12.589,432.75,432.85,436.23,435.57,3.2173,3.2164,3.2402,3.2299,Normal
COMP_08558,LOT_42,11.71,11.74,11.952,12.124,444.0,444.46,449.61,456.09,3.2339,3.27,3.2804,3.3148,Normal
COMP_08559,LOT_42,11.753,11.791,11.775,11.953,424.07,427.71,428.27,435.77,3.1729,3.1764,3.1877,3.2313,Normal
COMP_08560,LOT_42,12.045,12.059,12.226,12.381,432.72,430.76,436.51,440.49,3.2093,3.1882,3.2557,3.2626,Normal
COMP_08561,LOT_42,11.848,11.817,11.986,12.159,456.92,455.64,459.9,462.69,3.2313,3.2618,3.295,3.3219,Normal
COMP_08562,LOT_42,11.715,11.653,11.826,11.888,435.72,439.31,437.82,439.99,3.1979,3.2136,3.2325,3.2816,Normal
COMP_08563,LOT_42,11.655,11.742,11.92,11.968,447.5,449.42,453.41,455.8,3.2366,3.2209,3.2206,3.2327,Normal
COMP_08564,LOT_42,11.803,11.749,11.972,12.099,435.12,439.54,444.54,449.52,3.2025,3.2139,3.2465,3.3076,Normal
COMP_08565,LOT_42,11.827,11.808,12.049,11.967,438.96,438.25,444.64,446.6,3.2539,3.2765,3.2778,3.3107,Normal
COMP_08566,LOT_42,11.748,11.725,11.918,12.094,471.8,472.52,476.25,483.53,3.1891,3.211,3.2437,3.2716,Normal
COMP_08567,LOT_42,12.373,12.507,12.59,12.914,437.68,440.73,441.58,446.36,3.2547,3.259,3.3,3.3214,Normal
COMP_08568,LOT_42,12.177,12.326,12.434,12.573,458.0,461.88,469.05,470.22,3.2052,3.2059,3.2647,3.2837,Normal
COMP_08569,LOT_42,12.067,12.441,13.974,15.701,442.27,464.87,528.49,607.45,3.2485,3.2874,3.3824,3.4703,Drift_Anomaly
COMP_08570,LOT_42,11.681,11.786,11.945,12.254,399.94,404.91,410.37,415.38,3.3321,3.3214,3.3241,3.3428,Normal
COMP_08571,LOT_42,12.342,12.361,12.428,12.486,457.32,459.96,462.2,474.15,3.2374,3.2223,3.2489,3.2995,Normal
COMP_08572,LOT_42,11.559,11.705,11.828,12.039,440.62,441.1,450.24,455.51,3.2124,3.2034,3.2599,3.2934,Normal
COMP_08573,LOT_42,11.661,11.776,11.884,11.897,439.74,442.8,445.26,450.46,3.2708,3.2656,3.2939,3.3424,Normal
COMP_08574,LOT_42,11.757,11.776,11.937,12.005,435.79,444.37,446.46,452.72,3.2969,3.3212,3.3447,3.3739,Normal
COMP_08575,LOT_42,11.743,11.839,11.949,12.019,454.02,455.7,464.35,465.31,3.267,3.2715,3.276,3.3189,Normal
COMP_08576,LOT_42,11.382,11.618,11.711,11.897,424.55,423.53,433.14,439.55,3.2039,3.2022,3.2414,3.2677,Normal
COMP_08577,LOT_42,12.026,12.135,12.343,12.414,434.69,440.47,446.14,444.51,3.2395,3.258,3.2573,3.2921,Normal
COMP_08578,LOT_42,12.281,12.285,12.455,12.507,438.33,439.68,447.62,457.67,3.1943,3.247,3.2619,3.3065,Normal
COMP_08579,LOT_42,11.561,11.611,11.556,11.781,453.6,455.04,460.66,464.57,3.221,3.2317,3.2198,3.2478,Normal
COMP_08580,LOT_42,11.536,11.622,11.775,11.944,438.93,441.27,443.89,447.81,3.2718,3.2522,3.3103,3.3243,Normal
COMP_08581,LOT_42,11.734,11.77,11.931,12.071,424.09,423.92,427.62,431.98,3.2351,3.2556,3.295,3.3501,Normal
COMP_08582,LOT_42,11.082,11.14,11.162,11.394,432.29,438.4,439.93,443.25,3.2649,3.2795,3.2562,3.2962,Normal
COMP_08583,LOT_42,11.272,11.217,11.306,11.33,424.48,426.47,431.33,437.66,3.1953,3.2053,3.2189,3.2501,Normal
COMP_08584,LOT_42,11.913,11.956,12.12,12.208,442.2,442.5,452.73,454.67,3.295,3.3351,3.3342,3.3581,Normal
COMP_08585,LOT_42,11.467,11.446,11.838,11.922,438.12,439.2,444.8,454.67,3.2903,3.2824,3.3014,3.3391,Normal
COMP_08586,LOT_42,12.065,12.152,12.294,12.453,454.07,457.31,462.69,467.28,3.1855,3.1901,3.2347,3.2871,Normal
COMP_08587,LOT_42,11.786,11.638,11.877,11.941,451.18,453.26,459.2,464.08,3.3017,3.2959,3.3058,3.3681,Normal
COMP_08588,LOT_42,11.946,12.047,12.253,12.34,439.37,446.89,450.5,452.06,3.2255,3.2174,3.274,3.2752,Normal
COMP_08589,LOT_42,12.098,12.519,13.481,15.563,451.81,464.36,500.31,575.94,3.2079,3.2411,3.4162,3.5993,Drift_Anomaly
COMP_08590,LOT_42,11.944,11.916,12.099,12.177,457.34,458.41,463.72,468.59,3.2044,3.2124,3.237,3.2588,Normal
COMP_08591,LOT_42,11.69,12.08,13.423,15.401,437.42,451.91,499.16,570.79,3.2634,3.2915,3.3729,3.4924,Drift_Anomaly
COMP_08592,LOT_42,11.48,11.442,11.657,11.763,457.07,456.37,465.32,470.99,3.285,3.2926,3.3014,3.3419,Normal
COMP_08593,LOT_42,12.035,12.078,12.204,12.266,464.55,462.14,469.28,466.4,3.1936,3.2124,3.2281,3.2672,Normal
COMP_08594,LOT_42,11.564,11.799,11.776,11.967,430.31,426.19,427.56,430.25,3.2702,3.2925,3.3118,3.3856,Normal
COMP_08595,LOT_42,12.01,12.049,12.248,12.354,464.86,469.03,471.15,477.44,3.1903,3.2104,3.2378,3.2755,Normal
COMP_08596,LOT_42,11.308,11.294,11.406,11.403,454.93,457.78,463.42,471.14,3.2684,3.2645,3.2901,3.2969,Normal
COMP_08597,LOT_42,11.709,11.698,11.822,11.967,463.08,459.83,467.75,463.85,3.3054,3.3009,3.3532,3.3621,Normal
COMP_08598,LOT_42,11.33,11.422,11.624,11.739,330.72,327.89,335.21,335.87,3.1542,3.1443,3.214,3.2442,Leakage_Only_Outlier
COMP_08599,LOT_42,11.484,11.463,11.616,11.672,432.56,433.59,432.92,438.31,3.218,3.2455,3.2554,3.2767,Normal
COMP_08600,LOT_42,11.776,12.167,12.323,12.384,430.73,431.95,440.99,445.3,3.1529,3.255,3.3031,3.3004,Multivariate_Outlier
COMP_08601,LOT_42,11.37,11.689,11.82,11.897,452.11,453.35,453.59,463.8,3.2368,3.3457,3.3989,3.4474,Multivariate_Outlier
COMP_08602,LOT_42,12.007,12.063,12.202,12.292,419.9,422.31,428.8,433.89,3.235,3.2811,3.2913,3.3276,Normal
COMP_08603,LOT_42,11.69,11.732,11.889,11.893,441.54,439.67,440.95,438.57,3.2654,3.2806,3.3039,3.3357,Normal
COMP_08604,LOT_42,11.804,11.858,11.978,12.043,436.64,440.28,446.43,452.11,3.2596,3.2692,3.3375,3.3937,Normal
COMP_08605,LOT_42,12.051,12.07,12.205,12.375,448.03,447.67,454.84,459.65,3.1453,3.1685,3.1962,3.2274,Normal
COMP_08606,LOT_42,11.964,12.109,12.291,12.318,440.47,441.92,452.13,453.64,3.2116,3.2134,3.2686,3.3277,Normal
COMP_08607,LOT_42,11.349,11.469,11.624,11.745,450.88,453.15,456.03,459.65,3.1832,3.2059,3.2273,3.2661,Normal
COMP_08608,LOT_42,11.403,11.486,11.537,11.71,461.28,461.63,464.87,470.93,3.2292,3.2294,3.2719,3.3175,Normal
COMP_08609,LOT_42,12.218,12.21,12.364,12.575,454.78,454.99,457.88,460.34,3.1455,3.1616,3.2112,3.2608,Normal
COMP_08610,LOT_42,12.773,12.778,12.807,12.838,451.4,448.56,455.11,461.5,3.2204,3.2287,3.2762,3.2901,Normal
COMP_08611,LOT_42,11.431,11.606,11.661,11.786,387.72,385.62,391.55,398.23,3.2353,3.2406,3.2948,3.3154,Normal
COMP_08612,LOT_42,12.129,12.133,12.454,12.578,439.05,439.56,448.56,454.41,3.1848,3.186,3.2212,3.2255,Normal
COMP_08613,LOT_42,11.96,12.02,12.156,12.366,437.42,435.71,444.29,443.79,3.2846,3.2886,3.29,3.3146,Normal
COMP_08614,LOT_42,12.549,12.656,12.795,12.841,398.16,403.41,403.3,404.88,3.2347,3.2321,3.2509,3.3273,Normal
COMP_08615,LOT_42,11.785,11.66,11.863,12.007,450.21,448.78,458.24,464.03,3.2737,3.2493,3.2892,3.2976,Normal
COMP_08616,LOT_42,11.448,11.453,11.586,11.643,443.86,445.09,447.83,452.19,3.2206,3.216,3.2637,3.2911,Normal
COMP_08617,LOT_42,12.33,12.547,12.563,12.693,439.85,434.72,445.13,449.33,3.1597,3.1837,3.2331,3.296,Normal
COMP_08618,LOT_42,11.467,11.545,11.577,11.811,407.5,407.24,411.59,413.83,3.2998,3.292,3.3569,3.3494,Normal
COMP_08619,LOT_42,12.516,12.599,12.681,12.993,441.34,437.59,438.9,443.3,3.2188,3.2151,3.2435,3.2286,Normal
COMP_08620,LOT_42,11.184,11.239,11.304,11.451,455.11,456.85,465.31,476.11,3.2022,3.1996,3.2222,3.2611,Normal
COMP_08621,LOT_42,11.931,11.838,11.908,12.098,445.29,444.99,450.84,455.58,3.2209,3.2331,3.2623,3.2777,Normal
COMP_08622,LOT_42,11.665,11.786,11.94,12.107,449.84,451.2,449.73,458.43,3.2165,3.2288,3.2767,3.2776,Normal
COMP_08623,LOT_42,11.515,11.575,11.587,11.775,415.21,413.2,415.86,418.06,3.2425,3.2461,3.2667,3.3135,Normal
COMP_08624,LOT_42,11.337,11.293,11.535,11.715,466.81,468.6,470.12,474.03,3.1886,3.1783,3.2238,3.2234,Normal
